id,title,agency,category,amount,city,eligible_identity,min_age,max_age,income_limit,housing_status,family_status,description,apply_url,source_url,updated_at
ins_010,職業災害補償（職保法）,勞動部,社會保險,月薪70%,全國,職業災害勞工,0,0,一般,,,職災勞工醫療期間雇主須補償月薪70%，不能工作期間薪資全額補償，醫療費全額負擔。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
ins_011,國民年金老年給付,衛福部勞保局,社會保險,"最低3,772/月",全國,無勞保的國民,25,65,一般,,,"未加入職業保險的國民，繳國民年金保費，65歲起可領老年年金，最低3,772元/月。",https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_012,國民年金身心障礙給付,衛福部勞保局,社會保險,"最低4,872/月",全國,身心障礙者（國保）,0,65,一般,,身心障礙,"未滿65歲的身心障礙者（重度以上）可申請國民年金身心障礙給付，最低4,872元/月。",https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_013,健保重大傷病免部分負擔,衛福部中央健保署,社會保險,免除部分負擔,全國,重大傷病患者,0,0,一般,,,癌症、慢性精神病等重大傷病患者，持重大傷病卡就醫免除部分負擔，省數萬元/年。,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
ins_014,健保低收入戶免費,衛福部中央健保署,社會保險,保費全免,全國,低收入戶,0,0,低收入戶,,,低收入戶家庭成員健保保費由政府全額補助，無需自行繳納任何保費。,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
ins_015,健保弱勢族群保費補助,衛福部中央健保署,社會保險,最高70%保費,全國,中低收入戶,0,0,中低收入戶,,,中低收入戶健保保費由政府補助最高70%，減輕弱勢家庭醫療負擔。,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
ins_016,農保老年給付,農業部農保局,社會保險,"137,400元(一次金)",全國,農保被保險人,60,0,一般,,農民,農保年資滿15年，年滿60歲可請領老年給付一次金，平均約13.7萬元。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
ins_017,農保傷病給付,農業部農保局,社會保險,每日300元,全國,農保被保險人,0,65,一般,,農民,農民因傷病住院期間，每日可領傷病給付300元，最長180天。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
ins_018,農保死亡給付,農業部農保局,社會保險,"202,800元",全國,農保被保險人遺屬,0,0,一般,,農民,農保被保險人死亡，遺屬可領本喪費約20.3萬元及喪葬費補助。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
ins_019,勞退新制雇主提繳（6%）,勞動部勞保局,社會保險,月薪6%,全國,受僱勞工,15,65,一般,,,雇主須為勞工每月提繳薪資6%至個人退休金帳戶，自動累積退休金，勞工無需操作。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_020,勞退舊制退休金（年資25年）,勞動部勞保局,社會保險,最高45個月薪資,全國,舊制勞工,0,65,一般,,,舊制年資25年或45年達65歲，可請領退休金，最高45個月薪資，依年資計算。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_021,就業保險育嬰留職停薪津貼,勞動部勞保局,社會保險,月投保薪資80%×6月,全國,有嬰兒的受僱者,0,0,一般,,有子女,受僱者育嬰留職停薪，每月可領投保薪資80%，最長6個月，夫妻各可申請一次。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_022,勞工退休金自提節稅,勞動部勞保局,社會保險,自提6%薪資免稅,全國,受僱勞工,18,65,一般,,,勞工可自提最多薪資6%至退休金帳戶，該金額免納所得稅，老後複利滾存效益大。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_023,公教人員退休撫卹月退休金,銓敘部,社會保險,月薪60%-75%,全國,公教人員,0,65,一般,,,公務人員及教師退休後，按服務年資領取月退休金，一般約為在職薪資60%-75%。,https://www.mocs.gov.tw/,https://www.mocs.gov.tw/,2026-05-09
ins_024,軍人退伍俸,國防部,社會保險,月薪50%-75%,全國,退伍軍人,0,65,一般,,,服役達一定年資的職業軍人退伍後，按年資領取退伍俸，一般為在職薪俸50%-75%。,https://www.mnd.gov.tw/,https://www.mnd.gov.tw/,2026-05-09
ins_025,勞保普通傷病門診補助,勞動部勞保局,社會保險,門診費用補貼,全國,勞保被保險人,0,0,一般,,,勞保被保險人門診就醫的健保部分負擔，職業災害部分可向勞保申請補助，減輕負擔。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_026,就保家庭照顧假津貼,勞動部,社會保險,日薪70%,全國,受僱者,18,65,一般,,,因家人患重病需照顧而請假，可申請家庭照顧假，期間日薪70%由就業保險補助。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
ins_027,職保死亡補償（雇主責任）,勞動部,社會保險,最高5年薪資,全國,職災死亡勞工遺屬,0,0,一般,,,因職業災害死亡，遺屬可向雇主請領5年薪資死亡補償及40個月薪資喪葬費。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
ins_028,漁民保險給付,農業部,社會保險,依給付項目,全國,漁民,0,65,一般,,農民,漁民投保漁民保險，享有傷病、失能、老年、死亡給付，保費政府補助一半。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
ins_029,外籍勞工勞保加保,勞動部勞保局,社會保險,同一般勞工,全國,合法外籍勞工,18,65,一般,,新住民,合法在台工作之外籍勞工強制加入勞保，享有與本國勞工相同的保險給付權利。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_030,就業服務機構補助費用,勞動部,社會保險,"最高5,000元",全國,失業者,18,65,一般,,,"透過就業服務機構媒合就業，可申請求職交通費補助，每次最高5,000元。",https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
ins_031,勞保短期出院後繼續給付,勞動部勞保局,社會保險,月投保薪資70%,全國,出院療養勞工,0,0,一般,,,住院後出院仍需療養無法工作者，可繼續申請傷病給付，不限住院，持醫師證明。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_032,就業保險特殊身分延長給付,勞動部勞保局,社會保險,最長12個月,全國,中高齡、身障失業者,45,0,一般,,,45歲以上或身心障礙失業者，失業給付期間可延長至9-12個月（一般6個月）。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_033,職業工會加保（自營作業者）,勞動部勞保局,社會保險,保費補貼30%,全國,自營作業者,15,65,一般,,自營,自營作業者透過職業工會加入勞保，政府補助保費30%，享勞保各項給付保障。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_034,雇主支付勞保保費（雇主負擔70%）,勞動部勞保局,社會保險,雇主承擔70%保費,全國,受僱勞工,0,0,一般,,,受僱勞工勞保保費由雇主負擔70%、勞工負擔20%、政府負擔10%，受僱者自動享有。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
ins_035,健保眷屬以最低投保額計費,衛福部中央健保署,社會保險,省50%-70%保費,全國,眷屬依附投保者,0,0,一般,,,受扶養眷屬依附被保險人投保健保，眷屬保費按最低投保金額計算，最省眷保費。,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
abo_001,原住民就業促進（就業服務員）,原民會,原住民族,服務資源,全國,原住民,18,65,一般,,原住民,原住民族就業服務站提供原住民就業諮詢、求職媒合、職業訓練資訊等一站式服務。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_002,原住民族職業訓練補助,原民會,原住民族,"最高30,000/期",全國,原住民,18,65,一般,,原住民,原住民參加職業訓練課程，政府補助訓練費、生活津貼，每期最高3萬元。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_003,原住民微型企業創業貸款,原民會,原住民族,最高100萬元,全國,原住民創業者,20,65,一般,,原住民,原住民自行創業可申請最高100萬元低利貸款，利率1.5%，政府補貼利息差額。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_004,原住民族文化健康站服務,原民會,原住民族,免費服務,原住民地區,原住民長者,55,0,一般,,原住民,文化健康站提供原住民長者日間照顧、餐食、健康促進活動，免費或低收費服務。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_005,原住民保留地低利貸款,原民會,原住民族,最高500萬元,原住民地區,原住民,20,65,一般,,原住民,原住民購買或改良原住民保留地，可申請低利貸款最高500萬元，利率優惠。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_006,原住民族兒童語言巢補助,原民會,原住民族,免費課程,全國,原住民幼兒,0,6,一般,,原住民,政府補助原住民族語言巢，讓原住民幼兒從小習得族語，課程免費或低廉收費。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_007,原住民大學生獎助學金,原民會,原住民族,最高5萬/學期,全國,原住民大學生,18,30,一般,,原住民,原住民族大學生依成績申請獎學金，每學期最高5萬元，鼓勵高等教育。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_008,原住民族地區建設補助,原民會,原住民族,建設經費補助,原住民地區,原住民地區居民,0,0,一般,,原住民,政府補助原住民族地區基礎建設、道路、水電等，間接改善居民生活品質。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_009,原住民加分考試（國家考試）,考試院,原住民族,加25%分,全國,原住民考生,18,65,一般,,原住民,原住民參加公務人員國家考試，族語合格者可加計25%分數，增加錄取機會。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_010,原住民族綜合發展基金貸款,原民會,原住民族,最高200萬元,全國,原住民,20,65,一般,,原住民,原住民可申請綜合發展基金低利貸款，用於生活、購屋、創業，最高200萬元。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_011,原住民族婦女創業貸款,原民會,原住民族,最高50萬元,全國,原住民族女性,20,65,一般,,原住民,原住民族女性創業可申請專屬貸款最高50萬元，利率1.5%，政府補貼差額利息。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_012,原住民族傳統智慧創作保護,原民會,原住民族,法律保護＋補助,全國,原住民族創作者,0,0,一般,,原住民,原住民傳統工藝、音樂、圖騰受《原住民族傳統智慧創作保護條例》保護，可申請認定。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_013,部落青年返鄉創業補助,農業部/原民會,原住民族,最高100萬元,原住民地區,返鄉原住民青年,18,40,一般,,原住民,返鄉從事農業或文化創業的原住民青年，政府補助創業費用最高100萬元。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_014,原住民就業獎助（雇主補助）,原民會,原住民族,"最高5,000/月/人",全國,聘用原住民的雇主,0,0,一般,,原住民,"企業聘用原住民族勞工，政府補助雇主每月最高5,000元就業獎助，鼓勵就業。",https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_015,原住民族社會安全網補助,衛福部/原民會,原住民族,整合性服務,原住民地區,原住民弱勢族群,0,0,一般,,原住民,透過社會安全網整合服務，原住民弱勢族群可獲得急難救助、兒童保護、家庭支持等服務。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_016,原住民族樂齡學習補助,原民會/教育部,原住民族,免費課程,原住民地區,原住民中高齡者,55,0,一般,,原住民,政府在原住民地區設立樂齡學習中心，提供免費課程，促進中高齡原住民終身學習。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_017,原住民族獵人學校補助,原民會,原住民族,費用補助,原住民地區,原住民男性,18,65,一般,,原住民,政府補助傳統獵人學校課程，傳承原住民狩獵文化與生態知識，學員費用大幅補助。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_018,原住民地區特定農產品補助,農業部/原民會,原住民族,依作物項目,原住民地區,原住民農民,0,0,一般,,原住民,原住民地區種植特定農產品（小米、紅藜等傳統作物）可獲額外補助，保存傳統農業。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_019,原住民住宅修繕補助,原民會,原住民族,最高20萬元,原住民地區,原住民,0,0,一般,,原住民,原住民族家庭住宅修繕補助，依修繕項目最高補助20萬元，改善居住安全。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_020,原住民傳統領域資源利用補助,原民會,原住民族,資源使用權利,原住民地區,原住民,0,0,一般,,原住民,依《原住民族基本法》，原住民族在傳統領域有優先資源利用權，政府補助相關產業。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_021,原住民工藝師認證補助,原民會,原住民族,認證輔導補助,全國,原住民工藝師,18,0,一般,,原住民,輔導原住民族傳統工藝師取得認證，補助培訓費用，並協助文創產品行銷推廣。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_022,山地離島地區醫療補助,衛福部/原民會,原住民族,交通費補助,山地離島,山地離島居民,0,0,一般,,原住民,山地離島地區居民就醫，政府補助交通費用及提供醫療巡迴服務，改善醫療近用性。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_023,原住民族語言教師培訓補助,原民會,原住民族,全額培訓補助,全國,原住民族語教師,18,65,一般,,原住民,培訓原住民族語言教師，學員培訓費用全額補助，取得認證後可於學校任教並領薪。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_024,原住民青年海外文化交流補助,原民會,原住民族,"最高100,000/次",全國,原住民青年,18,35,一般,,原住民,優秀原住民青年赴海外進行文化交流或研習，補助機票、住宿費用最高10萬元。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
abo_025,原住民族急難救助金,原民會/各縣市,原住民族,"最高30,000元",全國,急難原住民家庭,0,0,一般,,原住民,原住民族家庭遭遇急難（火災、重病、失業）可申請急難救助金，最高3萬元，24小時審核。,https://www.apc.gov.tw/,https://www.apc.gov.tw/,2026-05-09
imm_001,新住民生活適應輔導班,內政部移民署,新住民,免費,全國,新住民,18,65,一般,,新住民,新住民免費參加生活適應輔導班，學習中文、法律、文化知識，協助融入台灣社會。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_002,新住民中文語言學習補助,教育部/移民署,新住民,免費課程,全國,新住民,18,65,一般,,新住民,新住民可免費參加縣市政府或新住民家庭服務中心辦理的中文學習課程。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_003,新住民就業服務,勞動部/移民署,新住民,免費服務,全國,新住民,18,65,一般,,新住民,新住民可免費使用就業服務站媒合、職業訓練及職涯諮詢服務，協助在台就業。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
imm_004,新住民發展基金補助,內政部移民署,新住民,"最高50,000元",全國,新住民,18,65,一般,,新住民,新住民發展基金提供生活急難、就學、創業等補助，每案最高5萬元。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_005,新住民子女教育補助,教育部,新住民,"最高30,000/年",全國,新住民子女,6,18,一般,,新住民,新住民子女就讀國中小，提供教育補助與課後照顧服務，每年最高3萬元。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
imm_006,新住民職業訓練補助,勞動部,新住民,"最高30,000/期",全國,新住民,18,65,一般,,新住民,新住民參加職業技能訓練，補助訓練費及生活津貼，每期最高3萬元。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
imm_007,新住民創業貸款,經濟部中小企業處,新住民,最高200萬元,全國,新住民,20,65,一般,,新住民,新住民自行創業可申請政府低利創業貸款最高200萬元，利率1.5%，政府補貼差額。,https://www.smebank.com.tw/,https://www.smebank.com.tw/,2026-05-09
imm_008,新住民照顧服務員訓練,衛福部,新住民,訓練費全補,全國,新住民,18,65,一般,,新住民,新住民參加照顧服務員訓練課程，訓練費全額補助，取得資格後可從事長照工作。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
imm_009,外籍配偶健保優惠加保,衛福部中央健保署,新住民,同國民保費,全國,外籍配偶,0,0,一般,,新住民,與台灣人結婚之外籍配偶，依附配偶加入全民健保，繳費比照本國國民標準。,https://www.nhi.gov.tw/,https://www.nhi.gov.tw/,2026-05-09
imm_010,新住民多元文化家庭服務,移民署/各縣市,新住民,免費服務,全國,新住民家庭,0,0,一般,,新住民,新住民家庭服務中心提供法律諮詢、家庭輔導、親職教育等免費整合服務。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_011,新住民二代培力計畫,移民署,新住民,"獎學金最高30,000",全國,新住民子女,18,30,一般,,新住民,新住民二代大學生參加移民署培力計畫，可獲獎學金及東南亞語言訓練補助最高3萬元。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_012,新住民母語傳承課程補助,教育部,新住民,免費課程,全國,新住民,0,0,一般,,新住民,政府補助新住民家庭東南亞語言學習課程，讓孩子傳承母語，費用免費或低廉。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
imm_013,新住民急難救助金,移民署/各縣市,新住民,"最高30,000元",全國,急難新住民,0,0,一般,,新住民,遭遇急難（家暴、重病、失業）的新住民可申請急難救助金，最高3萬元，快速核准。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_014,新住民人身安全保護（家暴）,衛福部/移民署,新住民,免費保護服務,全國,遭家暴新住民,0,0,一般,,新住民,遭受家庭暴力的新住民可獲安置保護、法律扶助、心理諮商等免費整合服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
imm_015,新住民子女雙語教育補助,教育部,新住民,補助課程費,全國,新住民子女,6,18,一般,,新住民,鼓勵新住民子女學習東南亞母語，學校提供免費東南亞語課程，政府全額補助師資。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
imm_016,新住民識字教育補助,教育部,新住民,免費,全國,新住民,18,65,一般,,新住民,未完成中文識字的新住民，可免費就讀成人補習學校識字班，政府全額補助。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
imm_017,新住民餐飲技能培訓,勞動部,新住民,訓練費全補,全國,新住民,18,65,一般,,新住民,新住民參加餐飲、烘焙、東南亞料理技能訓練，費用全額補助，結訓後媒合就業。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
imm_018,新住民文化交流活動補助,移民署,新住民,活動費補助,全國,新住民,0,0,一般,,新住民,新住民社團申請文化交流活動補助，推廣多元文化，每案最高5萬元補助。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
imm_019,新住民托育補助,衛福部,新住民,"最高6,000/月",全國,新住民,0,0,一般,,新住民,"新住民家庭0-2歲幼兒送托育機構，可享政府托育補助，月補助最高6,000元。",https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
imm_020,新住民海外培力獎學金,移民署,新住民,"最高100,000元",全國,新住民,18,40,一般,,新住民,優秀新住民申請赴原籍國語言文化研習，政府補助費用最高10萬元，增加就業競爭力。,https://www.immigration.gov.tw/,https://www.immigration.gov.tw/,2026-05-09
wom_001,婦女再就業補助（中高齡）,勞動部,婦女,"最高50,000元",全國,中高齡婦女,40,65,一般,,,因照顧家庭中斷就業2年以上的婦女重返職場，可獲補助訓練費及就業獎勵最高5萬元。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
wom_002,婦女創業貸款（微型鳳凰）,勞動部,婦女,最高100萬元,全國,婦女創業者,20,65,一般,,,婦女自行創業或合夥創業，可申請微型鳳凰貸款最高100萬元，利率1.5%，免保證人。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
wom_003,單親媽媽急難救助,衛福部/各縣市,婦女,"最高30,000元/次",全國,單親媽媽,18,65,一般,,單親,遭遇急難的單親媽媽可申請急難救助金，最高3萬元，24小時緊急審核核撥。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_004,家暴被害人保護扶助,衛福部,婦女,免費法律+安置,全國,家暴被害人,0,0,一般,,,家暴被害人可免費獲得緊急安置、法律扶助、心理諮商、就業協助等整合保護服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_005,婦女職業訓練優先入班,勞動部,婦女,優先入訓,全國,失業婦女,18,65,一般,,,中高齡、單親、家暴被害婦女享職業訓練課程優先入班資格，訓練費全額補助。,https://www.wda.gov.tw/,https://www.wda.gov.tw/,2026-05-09
wom_006,子宮頸癌疫苗補助（HPV）,衛福部國健署,婦女,免費3劑,全國,國一女生,12,14,一般,,,國一女生公費施打HPV二價疫苗3劑，預防子宮頸癌，學校統一造冊施打，免費。,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
wom_007,乳癌篩檢補助（45-69歲）,衛福部國健署,婦女,免費每2年一次,全國,婦女,45,69,一般,,,45-69歲婦女或40-44歲二等親有乳癌病史者，每2年一次免費乳房X光攝影篩檢。,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
wom_008,子宮頸癌篩檢（30歲以上）,衛福部國健署,婦女,免費每年一次,全國,婦女,30,0,一般,,,30歲以上女性每年可免費進行子宮頸抹片篩檢，預防子宮頸癌，健保全額給付。,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
wom_009,育嬰留職停薪津貼（媽媽）,勞動部勞保局,婦女,月投保薪資80%×6月,全國,受僱媽媽,0,0,一般,,有子女,受僱媽媽申請育嬰留職停薪，每月可領投保薪資80%，最長6個月，共可領近15萬元。,https://www.bli.gov.tw/,https://www.bli.gov.tw/,2026-05-09
wom_010,婦女社區學習課程（免費）,教育部,婦女,免費或低廉,全國,婦女,18,65,一般,,,各地婦女館、社區大學辦理女性學習課程，涵蓋理財、職涯、健康、藝術等，大多免費。,https://www.edu.gov.tw/,https://www.edu.gov.tw/,2026-05-09
wom_011,高風險家庭服務（婦女）,衛福部,婦女,免費服務,全國,高風險家庭婦女,0,0,一般,,,社工主動介入高風險家庭，提供婦女兒童保護、福利諮詢、資源連結等免費服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_012,生育補助（地方加碼）,各縣市政府,婦女,最高3萬元/胎,全國,生育婦女,18,50,一般,,有子女,各縣市額外提供生育獎勵金，金額因地而異，台北市第3胎以上可領3萬元，鼓勵生育。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
wom_013,更年期健康諮詢門診補助,衛福部國健署,婦女,部分補助,全國,婦女,45,65,一般,,,中年婦女可享更年期健康諮詢門診，健保給付諮詢費，部分醫院另有補助措施。,https://www.hpa.gov.tw/,https://www.hpa.gov.tw/,2026-05-09
wom_014,婦女就業促進獎助（雇主）,勞動部,婦女,"最高30,000/月",全國,聘用婦女的雇主,0,0,一般,,,雇主聘用中高齡婦女或育嬰後復職者，可獲政府每月最高3萬元就業促進獎助，最長12個月。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
wom_015,弱勢婦女法律扶助,法律扶助基金會,婦女,免費法律服務,全國,弱勢婦女,18,0,中低收入戶,,,中低收入戶或遭家暴、性侵婦女，可申請法律扶助基金會免費法律諮詢及訴訟代理。,https://www.laf.org.tw/,https://www.laf.org.tw/,2026-05-09
wom_016,婦女心理諮商補助,衛福部/各縣市,婦女,免費或低廉,全國,婦女,18,0,一般,,,各縣市婦幼相關機構提供婦女低廉心理諮商服務，部分縣市每年補助6-10次免費諮商。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_017,單親家庭親職教育補助,衛福部,婦女,免費課程,全國,單親家長,18,65,一般,,單親,單親家長（含爸爸）可免費參加親職教育課程，學習子女教養技巧，兼有托兒服務。,https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_018,婦女創業輔導諮詢（免費）,經濟部中小企業處,婦女,免費諮詢,全國,婦女創業者,20,65,一般,,,婦女創業可免費獲得政府指派的創業輔導顧問，提供商業計畫、行銷、財務等諮詢。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
wom_019,托育資源共享（職場托兒）,衛福部,婦女,補助企業設托兒,全國,職場媽媽,0,0,一般,,有子女,"鼓勵企業設置職場托兒設施，政府補助設置費用，員工使用費由政府額外補貼每月3,000元。",https://www.mohw.gov.tw/,https://www.mohw.gov.tw/,2026-05-09
wom_020,婦女節慶活動免費入場,各縣市政府,婦女,免費入場/優惠,全國,婦女,18,0,一般,,,三八婦女節期間，各縣市政府提供博物館、景點免費入場、商店優惠等活動。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
yth_001,青年安心成家方案（購屋貸款）,內政部國土管理署,青年,優利貸款最高800萬,全國,青年,20,40,一般,,,首次購屋青年可申請政府優利房貸，利率較市場低0.5%-1%，最高貸款800萬元。,https://www.cpami.gov.tw/,https://www.cpami.gov.tw/,2026-05-09
yth_002,青年就業獎勵計畫,勞動部,青年,"最高60,000元",全國,青年,15,29,一般,,,15-29歲青年初次就業並持續工作，最長可獲就業獎勵金6萬元，分期核撥。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
yth_003,青年創業及圓夢計畫,經濟部中小企業處,青年,最高200萬元,全國,青年創業者,20,45,一般,,,青年創業可獲政府低利貸款最高200萬元，利率1.5%，搭配創業輔導服務。,https://www.sme.gov.tw/,https://www.sme.gov.tw/,2026-05-09
yth_004,大專青年就業促進（實習）,教育部/勞動部,青年,"最高26,400/月",全國,大學生/應屆畢業生,18,30,一般,,,"大學生至企業實習，政府補助每月最高26,400元薪資，雇主只需額外負擔部分費用。",https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
yth_005,青年職涯諮詢服務（免費）,勞動部,青年,免費服務,全國,青年,15,29,一般,,,各地就業服務中心提供青年免費職涯諮詢、性向測驗、求職媒合，協助找到適合工作。,https://www.mol.gov.tw/,https://www.mol.gov.tw/,2026-05-09
yth_006,青年儲蓄帳戶（3年36萬）,國發會,青年,最高36萬/3年,全國,青年,18,21,一般,,,高中職畢業青年加入青年儲蓄帳戶計畫，三軌（就業/就學/服務）擇一，政府配撥每月1萬元。,https://yesa.ndc.gov.tw/,https://yesa.ndc.gov.tw/,2026-05-09
yth_007,青年海外工作度假（WHV）補助,外交部,青年,簽證費補助,全國,青年,18,30,一般,,,政府補助青年赴澳洲、日本、英國等國工作度假簽證費用，部分計畫含機票補助。,https://www.mofa.gov.tw/,https://www.mofa.gov.tw/,2026-05-09
yth_008,青年住宅補貼（30歲以下）,內政部/各縣市,青年,"最高5,000/月",全國,青年,18,30,一般,租屋,,"30歲以下無自有住宅青年，可申請租金補貼每月最高5,000元，優先核定。",https://www.cpami.gov.tw/,https://www.cpami.gov.tw/,2026-05-09
yth_009,青年農業入門計畫,農業部,青年,"最高120,000/年",全國,返農青年,18,40,一般,,,青年投入農業生產，政府補助每年最高12萬元輔導金，搭配技術輔導與銷售協助。,https://www.agri.gov.tw/,https://www.agri.gov.tw/,2026-05-09
yth_010,青年創作補助（文化部）,文化部,青年,"最高100,000元",全國,青年文創者,18,35,一般,,,青年從事藝術創作或文化產業，可申請文化部補助最高10萬元，涵蓋製作、發表費用。,https://www.moc.gov.tw/,https://www.moc.gov.tw/,2026-05-09
yth_011,青年科技創新獎勵,國科會,青年,"最高300,000元",全國,青年科技創新者,18,35,一般,,,大學生或35歲以下青年從事科技創新研究，可申請國科會補助最高30萬元研究計畫。,https://www.nstc.gov.tw/,https://www.nstc.gov.tw/,2026-05-09
yth_012,初次就業青年津貼（縣市加碼）,各縣市政府,青年,"最高30,000元",全國,初次就業青年,18,30,一般,,,各縣市針對在地初次就業青年提供就業津貼，高雄市最高3萬元，鼓勵留鄉就業。,https://www.gov.tw/,https://www.gov.tw/,2026-05-09
